Server_ID,Hostname,IP_Address,OS_Type,Server_Location,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Admin_Name,Admin_Email,Admin_Phone,Log_Timestamp,CPU_Status,Memory_Status,Availability (%)
e9a42e27-09a6-4d02-b135-6b8f33fd6f90,srv-cache01,3ebf8c56a5ec737a5d6de02714a88cad4974bc3d64bc8576b254a620b08ec4c3,Ubuntu 20.04,"New York, USA",66.75,87.9,94.88,105.59,50.61,20.02,3.98,Traci Davis,e153239b6576d570ae66d9c43b05839320437bbc7be6bd326d26e34e617aff3b,cd9da542ff7a4313ef6cc6bbcf79fd1c733d5fd396f7714ed2c07cbcdecc4777,2025-02-28 02:17:00,Normal,Normal,83.41666666666666
f2d8c00d-81e8-4000-9cf0-ea6f7e36c1ed,srv-api03,cae18540ec9e8fddfc7c73620a17bb1144d55df8d1c6029c197129efb3ec0a29,Windows Server 2022,"Tokyo, Japan",35.69,89.34,81.83,63.08,19.06,19.6,4.4,Jamie Matthews,fffb6c8bda1f45df51cc3867a7b5203aae55b1679e49116ff39a4e416a8427ac,e088a7c430d96ea460f75e283ac68c38196dd1dd3141b9bb3b977f1c5f2030e9,2025-01-19 13:00:00,Normal,Normal,81.66666666666667
cd63c41b-1e76-41ab-abdf-4d8532288d1f,srv-web02,3828b468e9f886a3b7bfd9b6fc34d44f00b8517cbedd6d510a92cb95d4a1c6a4,Ubuntu 20.04,"London, UK",43.0,34.47,73.66,24.16,142.89,21.95,2.05,Madison Russell,e0c3e1cac033d5a979d9ba22cfe79eca6092970f9d71504f2351118226bd6d16,562ce0fd52c05182591bd1ba77b8a7acb24aae600c67e30e87d6c4aa220bf881,2025-02-20 11:31:00,Normal,Normal,91.45833333333333
d7daf6c4-22a9-4a4a-bee8-215ba349412c,srv-analytics01,b48b2b0ca4c95d6b70f1eab77b3771377906f3881a1c4940c925360c6cee64c2,Red Hat Enterprise Linux,"New York, USA",88.29,24.14,26.13,54.32,121.68,18.57,5.43,Christopher Young,1b3a3235e17eb3921de1d9c4b4cb4711d78cb3206be9117e42d2c7d2533120ab,a6162c10e784283a628c93aeb7f8b6a74c2eac8f3199e57dd750173fdb39a99f,2025-02-02 08:45:00,Critical,Normal,77.375
4cb1a51a-f2f7-4723-9e2c-cf2f8b95b327,srv-web03,bec55d40caa2bcf6c7571a715f602d2085afcd884ff16d9cf610b100584c1ade,Windows Server 2022,"Berlin, Germany",82.2,51.31,96.44,112.63,61.86,21.41,2.59,Selena Jackson,92f431166fd92984c7ecbb3c8992a8b6a2d17425c01d04e8ff234375fd041aee,4af9788ffe5250f5ffda2d22143e1f76729919308d574cfd2b768c83340a0675,2025-02-04 17:21:00,Normal,Normal,89.20833333333333
f30b02be-e33b-402f-9955-0ab9ec2da98b,srv-app03,e892529d885aff5f0b76c72cd557c2ff8b23176f9094b71fad64c66774a15c56,Windows Server 2019,"New York, USA",34.77,75.52,81.73,113.09,23.24,22.24,1.76,Jason Soto,0e268a34de3cbcfe0a7a852ddf375138801e9c4aa1d61731a9a6789f9da4bba4,e3d3b23d8795e0cee3ed43c1c617a1d8e7979ec74e3fe427f6a9c5a9be7fbda9,2025-01-29 00:26:00,Normal,Normal,92.66666666666666
f73edcd1-c6ba-42c0-b7ba-b30f32c49818,srv-backup02,6c581b189365511c67e2d961a7909a59d02318abd89faffa5672c4609ebb8179,Ubuntu 20.04,"Berlin, Germany",38.57,39.81,33.87,83.65,39.21,18.19,5.81,Margaret Miles,d3e847af54f65fb54ea1d14bd1acfb77c32f757cd194806a50e496e9c71fdb39,b4707b957fa369047c9710422345c7a647a43a433f029d676b14d05357be6433,2025-02-03 08:47:00,Normal,Normal,75.79166666666667
0a0c694c-17be-4566-9c77-8e74ff8c4839,srv-database02,1b751e4efd54d98c55873672c3f01fd96186319ee0e219e31667a75af93884e7,Red Hat Enterprise Linux,"Tokyo, Japan",80.58,81.95,49.5,115.76,119.02,19.3,4.7,Allen Vaughn,11ab758713bbbeb263f452b6004562bc881a979ac9eadb08127f99827ae3f56b,cafba2cd1f57ec215cea73ab17e2c0b57b97fc3287eb2a7234198b314bcd418c,2025-02-09 02:26:00,Normal,Normal,80.41666666666667
f4a5f217-7c24-4f08-be11-0c179ef403e9,srv-web03,91bd03a70ac39b66e4207af1ebacbaf38884533b4e42a4c8d453066f712bf7bb,Ubuntu 20.04,"London, UK",82.37,92.71,72.98,22.19,46.86,20.43,3.57,Sabrina Obrien,7e326ae4ef803dfe554c587c70fa14113ff71c2a3c1f0e4374f76e807eb400da,6fbad747ef0e734df00b435e781602712c93265a2048576ceb0d4a92249c56e3,2025-03-11 06:25:00,Normal,Critical,85.125
263e2221-7f06-4803-9bb2-7c26818829de,srv-analytics02,99cc4582e27a2cdf0f5951501b74f2aeb7e936238475dccb2634c65d546170fb,Windows Server 2019,"Sydney, Australia",37.09,56.42,27.57,57.95,125.23,22.82,1.18,Carlos Alvarado,f522c1b1d9523f4acfa2660dee337effd97f3539710cfde89d6e112816797fac,318a2616b328e94dc88c99249b9dcde24a82fc078d4e0bf2db88be4206b33e58,2025-01-26 16:21:00,Normal,Normal,95.08333333333333
e541f2f7-515f-4a8f-b177-c5e90ee9414c,srv-cache03,1dd5b3c827aca629942a025d3473164d1fe92552e0f264d6eea4569e7728b30f,Red Hat Enterprise Linux,"London, UK",69.55,93.26,35.63,62.77,93.11,22.74,1.26,Tracy Castillo,fa3cac0203a991cfe578c0704f485579e878a9973d4a3251f322961fe1fc1062,f487477e0728c287fffb26d6013f21675b76b1f2fa1fd1b9626cc5ed8a52d0f9,2025-02-26 13:48:00,Normal,Critical,94.74999999999999
3ce3e210-f12d-48a6-9c32-d122b4511d43,srv-app01,b075ddaddd34bed2f8078f8fc50564452fcdde710b31d56e30920b5ccdee5a43,Windows Server 2019,"Tokyo, Japan",33.38,71.83,68.57,56.66,96.37,19.2,4.8,Anthony David,b30663dd2e0b61e4e146ac824bd3ff2698f3cc4bb812eb288028106ae6e33889,a2dc8dd2ed241d75f714e088e6ddbdb2099dc9be506763cd5812c13c029c613f,2025-02-20 16:14:00,Normal,Normal,80.0
1ac75ca2-8b59-4b90-897a-64c7913b5098,srv-api03,df926fde922c1bc63ca9bc08b1eabe35a51eb721c06db13592fa01ca957381b7,Ubuntu 20.04,"Berlin, Germany",44.27,20.03,93.94,121.16,11.86,19.27,4.73,Tracy Thompson,d6f5cf9cf6ac45a05e3d5ae4e43407cdece9786d23a9d6f4808b20563f3ba44f,3721919f9bc68f62bd904ef57df28da413fe529243f4324be2ea8090a0f15940,2025-01-22 07:42:00,Normal,Normal,80.29166666666666
36ff6320-81da-4d9c-bf87-ee5231163167,srv-cache01,92c203a8339bc9322021850dddf494e7693082486398fb2dae7be29c76f34e6c,Ubuntu 20.04,"Sydney, Australia",97.8,31.31,54.23,23.25,74.9,22.92,1.08,Crystal Welch,6426250d34ffc25834070ca34d36e7d79ff1392b91a01480ee00d4da12a2f8f0,759a6c2bc7470d3896b53e13cc9c2985d95af43345229d39afb87c5b204b54e1,2025-02-08 18:20:00,Critical,Normal,95.5
b578baae-6caf-47e6-a1f4-a0eebe17c77f,srv-database03,30d0ccea61f93a7ed78c514e99633e9ee191faf83cb557932263ade265708512,Ubuntu 20.04,"Tokyo, Japan",57.14,38.93,98.83,55.02,123.39,20.71,3.29,Jeffery Brown,f2f15ee15977cfca4aee5ca87ee10f7619babcd240587770a122f16a5335c3fd,64aeb1d6fc8e76d1fd33a87cd9add4497208be20e5a1f8fc681fcbc285e5f176,2025-01-24 02:14:00,Normal,Normal,86.29166666666667
7bcc89d3-e4f3-462d-ace8-3695b4024ddf,srv-cache01,918bcaed962ac47d47c2d67eab397f63e178bf92f46b2fb62febf40986ce28d3,CentOS 8,"London, UK",75.33,54.51,86.82,72.03,46.78,22.24,1.76,Michael Hensley,db05c9df7dcdedeb17cf58b29b3433d0be58870b76cb9beecb796606be00eff1,e5233f5ff13f8f29fb2435d192a70e657c88ceebfbeacec050d109af0163143b,2025-01-18 17:53:00,Normal,Normal,92.66666666666666
899916e5-5c12-422b-8914-e915967aac7c,srv-analytics01,4b1d587c622e121ef7b14816c85ba79fc4d7ca5f8563546f1abd8ce8540e6489,Red Hat Enterprise Linux,"Berlin, Germany",32.05,22.12,58.53,73.16,130.51,22.57,1.43,Mark Lawrence,5648f7489bfcc2fc05e9a67e0628777ad4d8c79dd8e733a5ba4e60b625618ae3,d93f28f2dc820de9c5265b1eef60f38bffa17a0c485e7188529f764d3882b8dd,2025-02-01 19:43:00,Normal,Normal,94.04166666666667
7eb08d16-d484-4177-8fcd-9b864bf418af,srv-backup01,77ff729c586d4326f95f078f527254eaab8967631777690eefef1b769cf9b08b,Red Hat Enterprise Linux,"Tokyo, Japan",59.33,67.67,36.28,116.77,17.87,21.75,2.25,Ryan Lopez,94ab472f6617e77e9428b2768864a906d8d1e53308b5cee26d74e88436a2f0e2,e0beb57aeb980f88a0d3e414a255ed72f1ef1c321ab2960165f873a375961e60,2025-03-10 16:39:00,Normal,Normal,90.625
4b550e8d-7bf4-44ea-aec0-215ca2e2fe6e,srv-app01,94443ac371801af891adea2839d43b8a7051c00d947ebc434b05b2abc5bfa048,Ubuntu 20.04,"Sydney, Australia",50.02,31.38,39.92,126.47,39.53,22.4,1.6,Deborah Washington,43d03a50788173be53ea0a75b00681df521d22b097f544e7254b4f74fc501057,0a8ab647b848d9395fb4a8a4add950e4b6e22771c920b432f90fd336c3f8f39f,2025-01-30 20:17:00,Normal,Normal,93.33333333333333
72a6d9cf-30df-49d2-a609-ad5c2962d3ab,srv-web02,d8ed468cc6387eacdf7d68ea578f8345a8afa62095d3d9b0ca7bc4f0c7f5d5b7,Red Hat Enterprise Linux,"Berlin, Germany",82.85,61.7,62.74,91.85,112.72,22.85,1.15,Alvin Mccarthy,b732a4471a864fd7e6f49d42e2dc15aadce2d3a8e9fcd85badbcc7c23479311f,10bee0e3b533061fceb52777e17a6cc5d35b27f30335905ec984e309d34f2432,2025-01-15 15:24:00,Normal,Normal,95.20833333333334
8c33ceb9-84c6-4d9e-aef5-4004c8f445e5,srv-cache02,35cedd09464f1fe9f0889843b0fef39302975030d8c07daa8a0ef02cc62a7926,Red Hat Enterprise Linux,"London, UK",73.81,73.64,38.26,109.46,103.04,21.92,2.08,Jeffrey Macdonald,2d5b36646a2953bbb42ad2240632e5a7406e9b7e94146a2e4ca875828eb9ae79,add2c94d516dc687ec8b4ce5161b5c53c33e1ac41854672c50eb04e8cb7aef6e,2025-03-13 18:50:00,Normal,Normal,91.33333333333334
4932108c-c61e-41f4-95d0-3ad921cdc7e5,srv-backup02,6f6defb21d5a2d8bfd6975baa535a150c30f5bc16b67ba2dcb9c1defb8e97f0a,CentOS 8,"Tokyo, Japan",34.61,70.19,59.67,73.89,53.14,19.64,4.36,Christine Jones,135fa24c690435291166fc43b8bc384ef17b1e827c114d35f2de62fbc306f70d,256f429f996d28693ec51716853038311d3d1699f54e4e42108e7d6cb4c633c5,2025-03-11 22:40:00,Normal,Normal,81.83333333333334
a387043c-4797-4027-ac1c-5f8a27d1198f,srv-analytics03,a7fc57aab2ba960be31dcc0fdc257b0fcf6b6183faf8799ccd162679412dc592,Red Hat Enterprise Linux,"Berlin, Germany",12.69,38.06,10.81,24.75,31.05,22.28,1.72,Zachary Jacobson,fc4b44a2d6041277d62980a5c93d72858a404784b888d84b7a368ae9afb71e56,a4f9f3c298ef8380022a661a898b82877ef322fd14a6aff67b9373f9d6510806,2025-01-31 17:26:00,Normal,Normal,92.83333333333333
bac624f3-4927-44ec-b8ff-bf1d6a9f85ad,srv-cache01,9f6d054473976eac1084ef6adfe41e9928ca507f78852a13ed1e965c4941c821,CentOS 8,"Sydney, Australia",14.66,52.16,67.44,21.43,41.45,22.82,1.18,Emily Johnson,72d8c63eac1d06ee05ee040d76a99234652fd48de5f3f02b71db8323337276b5,a035dbf3aa4ac67acc9d21678918f51b7e1ea8dc2109ed90ff4e15a9e1efa60b,2025-03-11 08:46:00,Normal,Normal,95.08333333333333
6c1f53dc-8be7-444e-b670-c4919f77fe7e,srv-app01,a74799c75478425e616aa2f23b1e5b427c0ab215b30c8a1749d874eb01b357d1,Red Hat Enterprise Linux,"Berlin, Germany",85.38,89.3,84.4,44.27,115.86,22.36,1.64,Patrick Phillips DVM,e90e6294117cba8a49695b18cc8c36f67a4feaba205443799320bf2826679a5d,0352bcbf427d686c2c08496034c1134028951a782285a34eb430a9168fb33439,2025-02-05 10:37:00,Critical,Normal,93.16666666666666
8add674a-6bfd-4918-9787-fafa654f77dd,srv-analytics03,da10397fd935c647abaf16d97401c3e18b2c3e9d3326a01515143f399397b519,Ubuntu 20.04,"London, UK",31.19,95.29,31.73,102.42,28.99,20.95,3.05,Julie Diaz,8113392ebd1149be2ccb649ba9a153d62c07f2aed06f9e3b0e63b623260e255b,0bf6aafab15dbaf2ae66a3655540a0cdd7b4b58913e1efb2e24fd412ab6e8f10,2025-02-28 22:01:00,Normal,Critical,87.29166666666667
0564a58b-bc34-4c9c-9cdc-907fc1708c67,srv-cache01,4b70dd2147c6ae96073a280f8bddd3b4faeac2b9cbad6909d43f5c341000a794,CentOS 8,"Berlin, Germany",32.97,86.84,22.0,121.4,66.61,21.01,2.99,James Cortez,7a22a45b2e0e4b6790acb05e19b75e659c0dfa411a7de605b8e007c91c0e0029,7152f97fccc20e95d82648bce6a713e715510ce8d40660e4246ef3d1b3c905dd,2025-02-04 16:59:00,Normal,Normal,87.54166666666667
0daade74-2f6b-4ffa-8968-6a473181add6,srv-database02,91fea7c98bd5c86166456d1a8528df2ef4cd1e36e42af9a24a2af1ab329104da,Red Hat Enterprise Linux,"Tokyo, Japan",74.18,30.41,48.19,30.94,127.02,21.66,2.34,Christopher Ayala,d8ddc36aac881a05afea88bfa169152158349eb936eb28cf94b5c98dba4032e2,46e686ce17ae00f9c076160a36cbe24b901002a41304c69c3e60b0fb03973393,2025-02-14 18:02:00,Normal,Normal,90.25
dc2517f7-e18e-4fcf-9388-46c529641862,srv-analytics02,6bf019992079f4210fd039760c7d7b1c4cb2799b9923b8143fb5502f7e6e5d29,Ubuntu 20.04,"Berlin, Germany",79.8,34.54,26.08,143.56,146.44,22.9,1.1,Susan Oneill,baf83aa46829ae795f9ab010339fb7385aa545c0657cc3be55706efe69585584,4d291426eaf789c744cb17055d712af9cc626a9550125b32bcdfe2f653348537,2025-02-03 03:59:00,Normal,Normal,95.41666666666666
04799af0-d18c-4d82-925b-cdcc9b69ee0c,srv-analytics03,aea684abfa45f75f04fb410d05057cda67717ed8e5d75c26422e36a6ac4dfd5b,Ubuntu 20.04,"New York, USA",51.42,54.94,32.41,73.8,10.24,19.14,4.86,Jennifer Webb,b32c8210997687f1d9278613ac3a8b878eff1406c7f1e78bf040f7a21bbeaa56,a20a92eb6a49ba8d10d3541f34d8452f8e5511f20f902de6f70a3f56f8282090,2025-02-16 19:33:00,Normal,Normal,79.75
bda2d2fc-9ade-4c22-8c9d-0563a5a2c7b8,srv-database03,8f6f0fbda9951df2a417ed48c9eb348e75d7e36de7c26a51e2c5ec03ae457b75,Ubuntu 20.04,"Berlin, Germany",52.07,76.32,99.65,98.61,93.83,21.85,2.15,Mr. John Kirk,87d12dd1420f87de2561420ccda8616fec05b8ee2599b6706dc71789eba98459,b6a0e350f1244125ada9ec951a9f66cc05407f1d0a05c41725a22880e896bfad,2025-03-10 10:44:00,Normal,Normal,91.04166666666667
e23d12bf-d466-4dad-a9e8-1160501a3774,srv-cache03,a93c54119822b3ca716595b3a47639e1bc7e8aec3e293e705ef02798b1943865,Ubuntu 20.04,"Tokyo, Japan",99.11,38.0,45.17,121.76,140.89,22.2,1.8,Matthew Chase,a3d6346dc7a808b240dd734317aad39089a736a56feeb0a67daaa813b39f1455,1dea41b711fb716ef84befac522fce694ab35f0a0108e11a5e59ff355f89516f,2025-02-14 17:02:00,Critical,Normal,92.5
a04ed20d-570f-41b7-b415-bc2db9d920e6,srv-analytics01,310b8065366b233bb5939e73f5386e8769fa0cbfb9b36bf07f5f9c3d8b2a1139,Red Hat Enterprise Linux,"Sydney, Australia",86.93,21.38,37.57,62.98,66.25,18.76,5.24,Shaun Montoya,56344a480f32a31239d4d6601c1ceed104fe2a7dd8e39ae356f172b1685b961b,22a5d1202d9ea386ce599f8de3ae89bfeb38989ba4cb59badb07f1d52ce777f2,2025-01-26 19:34:00,Critical,Normal,78.16666666666667
6e9038e5-ef70-4e8b-a4dc-70f97cd521a1,srv-cache02,a559113a8cefe4d2576dbeab1ad1e51c810dbaab6e336d8021afee85db1c5a38,Ubuntu 20.04,"Sydney, Australia",79.6,31.69,68.42,33.07,31.03,20.08,3.92,Christopher Powell,c7e1b442f1c1761b4f352feb6b952a49bd9eea671c2507f50e3535b2fa8e17ac,0ee53bd4e75dc84deb593cbe50e172f1a5018d8f49041b6ce9eafe80aded1f72,2025-03-05 01:31:00,Normal,Normal,83.66666666666666
60d53c28-062e-4801-8f61-900dd245c7e0,srv-analytics02,a1f87cdb46aaee25000fa59ab94aa6263ac4b54bf470ee1dc2f36468162d7b9a,Red Hat Enterprise Linux,"Sydney, Australia",70.5,24.34,47.01,22.01,138.32,18.06,5.94,Kristine Johnson,ca6860a8ebacd18d21ee82101ddf0fac63d9fd729583b3a08a622cc2d9b14b0b,ac1125e65b174dc19a3870025e2adf09609ebac5f9cb30d840369c9f9b245256,2025-02-24 01:09:00,Normal,Normal,75.25
85762351-9c83-4fe4-ba39-259ea4a82ba0,srv-backup01,72570f8340cd58395d22a8fa29a3a9cb5b8466f325192d6327a4af9a97b9bafa,Windows Server 2019,"New York, USA",94.53,99.19,56.77,94.02,45.79,18.51,5.49,Justin Mccarthy,48a4315ad1527581a982255de3c0e6bf79376f7ef71a49574db8a9582f92612b,b76d6c70ae6bef1aaa5b3541430d8577cf4f6d1d076c56a20cd1c0af0e705499,2025-03-13 05:38:00,Critical,Critical,77.12500000000001
09d5a8a9-bd36-47a5-b851-07e5a865ce34,srv-api03,2becc7e8e711983a72a232c0af41c2ab3b1c8142d8fedba6096bc136b5a71327,Windows Server 2022,"Berlin, Germany",87.52,41.03,70.97,84.5,75.52,19.6,4.4,Troy Baker,359b33e988345b107af1daa609cceaba0d4c0e0b2006cd70421889810d79b6f5,d3bf73c2ecd44b98166db72a53b55fe3865db255e364b66a42659247a2f98f85,2025-02-26 08:05:00,Critical,Normal,81.66666666666667
cced9fc9-6fce-4e78-a5f1-3b154254cffd,srv-web01,3c8d8c83b33ba3658a38249bc603a5030df99945bc0a31ae47d2a7ffdfc33e4e,Windows Server 2022,"Sydney, Australia",27.79,76.65,72.04,51.93,70.4,21.43,2.57,Crystal Lee,ce6b3c7e87894817491aab6cd33e8afc059cb61e6d0fcd3b21490d63f4f4a14f,08c9f495bce71d239ed6f59f4f710626e9259179ac354df08b6c5e40b1aa61dc,2025-02-20 12:26:00,Normal,Normal,89.29166666666667
e850ad2e-89fe-4437-a9e4-a083a1aff8ac,srv-analytics01,70693533de616c9ea050f1bb4180713f8aba8624fd4c96a4892c2b65d00b5fa1,Windows Server 2019,"Berlin, Germany",74.75,95.98,62.51,119.84,77.28,21.61,2.39,Michael Cox,2a50bc39bc9301746e10af03ac84f1c5787dc346546099abde7232b7c1c9ef36,a7ffc7c0f8b41f9d0af02c1982a292192390ec9d9ab750b702851914dc27c5d0,2025-03-13 15:27:00,Normal,Critical,90.04166666666666
5cc7672a-5ebf-45b0-955a-52a34cf2bbbd,srv-api03,cfe9bf4fd01a3dd8c5db3a789c75b8f56626beb6edbfa26422374adbafebb7b4,CentOS 8,"Berlin, Germany",14.66,50.73,87.11,14.3,102.04,18.22,5.78,Nathaniel Carrillo,fa4df36946e537bcd1f7988e2723b0afa827e93832afe3552d288dafff13ded4,5ecc3af6d47313fbd95df64a7f53c87aaafb14dcf456f33bd5b196cf6b04373a,2025-01-29 08:04:00,Normal,Normal,75.91666666666667
d40d5d4e-e228-4915-b716-550ebfdf8fe0,srv-cache02,65c29350b79706c599de2ac29fc2092df7d48b44adf28c0693ad39064451d342,Red Hat Enterprise Linux,"London, UK",29.67,21.27,57.16,103.75,126.44,21.16,2.84,Jennifer Wright,64f1717b34cbd6f51e7f1a30532af1eb5bf9bc86852f58fdeba806f3e5303c7f,01bc5df1ea62d38ab0068f00a693a648344dc8f6cb125573179c893f99df75d8,2025-02-14 20:47:00,Normal,Normal,88.16666666666667
855a4030-4f71-4e78-a3df-2b0d4cc2f866,srv-backup03,583d357b8e01624dcf13a01869aa902c311de4c40ac82e3061b3f8681cd4fd99,CentOS 8,"London, UK",49.54,50.49,62.94,98.98,30.79,21.76,2.24,Monica Ramirez,fcbfc17357818bfe7b8b8a6fec05bfae7b2a03757b881ac8c62378007caadd72,68ef3d8a50daf07d3c8b6fa54e48eb387d9b1403104f4b0b8565fd349efb37a8,2025-01-27 10:07:00,Normal,Normal,90.66666666666667
63d69c6d-8b9a-493d-acce-689781b567ef,srv-api02,9f071bd6371ebc910903b0c1eea588c50873917293d271d25ce3d6c72b7d5e65,Ubuntu 20.04,"New York, USA",39.25,96.08,25.89,82.07,101.65,19.5,4.5,Sharon Walsh,215686cf86e31db1e6a37942435b9d950761f9e482832b2ae531004ce33dcd8f,868c94f5f23a3fdcdec67c37a70212446314aeb9552974f93d8f3e6ff9ec1062,2025-03-04 17:22:00,Normal,Critical,81.25
0959611f-38cb-420e-8e54-87de77b37e17,srv-analytics02,6d1511525ba0c3c28a5224153bc3e7e23ec261ff748e585b7d1d4a0e58cba4d0,Red Hat Enterprise Linux,"Berlin, Germany",34.84,54.65,35.88,37.23,124.98,22.4,1.6,Matthew Boyle,0c82c6a93e71378103ea9e9c3a91f43bed9cd8f5640a443373ae746f6d9009d7,8796df11663b3c4c5ee9ac5ef0f1442ce84531ceab2347b13891bf3cc1aa3e72,2025-02-02 05:36:00,Normal,Normal,93.33333333333333
10004a69-09d9-42c3-aeac-4f85cde41e39,srv-analytics03,c352787ce7ddba9a3c28e145222fd89fa487baf0c159b2fa102a5fee767eae44,Red Hat Enterprise Linux,"Sydney, Australia",12.21,63.89,12.34,48.5,132.37,20.38,3.62,Brandon Jimenez,dfd96499dabed57fd778ebfb34b6c5bc361c29bb534591bf409b74c62116ad0c,7c2b1140c1994716ea6b890bfd4bdac20a5e8e36fae1b8350994929cb8e86a92,2025-01-20 09:48:00,Normal,Normal,84.91666666666666
d34faa52-807a-4e2d-ac97-b259d1aa8896,srv-analytics03,b915d13a4b8a26e0f1b6ee08a156ac20279c41a1c77dea6c303ea97723ac7240,Red Hat Enterprise Linux,"Tokyo, Japan",75.8,40.61,17.16,71.09,101.87,20.91,3.09,Sheryl Jones,bf83c0917bfcdd1e9f393a8ac504b19f8a92f0d1d243d6206f1aca323332a814,b807b4332a6dd982a83db4c601f7ed48d15c214f6e68beb842d64b5b01417d12,2025-01-17 11:05:00,Normal,Normal,87.125
c717b341-11e6-4ab7-b0f6-75fe8f9e51d4,srv-app02,674acef572d4e130d16f69e0788ff5e52159c996cff7449557ea7ed33a552240,Windows Server 2022,"London, UK",81.79,94.95,60.7,45.57,47.14,22.95,1.05,Steven Myers,9caf55d802354cc6d4d50882309a7d22da1862e8b2dbaf814e182288c9dc5123,45923c3c588b9b92f947b7732f5868b3cd497a37568249d9855401b0ed453a21,2025-03-05 22:49:00,Normal,Critical,95.625
4748daa4-86cf-4c28-a21b-9866c86edced,srv-backup01,3dee77da103140b95a19a66fd7604635a26653772b9483c0bbe5176fbda3ddf3,Red Hat Enterprise Linux,"London, UK",68.02,94.66,20.72,129.38,18.47,22.77,1.23,Henry Robinson,b32cf57a05feeb330f0e0c92ad89ea744969a9de0e2168a859f73349a79a42c9,f7ecc9a1c06dfee4d0918be09649a96d78c292d5718354533d2e33c7aa142a03,2025-01-31 18:29:00,Normal,Critical,94.875
ad737c08-386f-4394-9ad2-76c244861bb8,srv-web02,a025199a7333ffb95af496ea2aee0adad9c4c4728dd39d4fea4ee5d3e794794d,Red Hat Enterprise Linux,"London, UK",46.58,55.13,50.7,18.46,10.27,19.55,4.45,Lisa Howard,0f623a41fb545e8218648deeef49cb6ebe6a4b5b85124dcc740ebf9fb110dabb,79c15232d49a2b33d1df2e2aedfa035a40318f0b9dd6f8b16eda329139c69f58,2025-02-27 19:13:00,Normal,Normal,81.45833333333333
c62af951-7f42-4cc8-b459-ac44464c9656,srv-app01,c29040457a898f29ee5d45a9ef58ed4fdef2bb89e9b1a4b360a74620307b3e95,CentOS 8,"London, UK",67.54,78.05,34.91,111.3,75.55,20.91,3.09,James Schroeder,15f72b79edc31181a84dc76ef913bf26cc37cae38f8d4bad73ce013fe6942a7f,a368666fccd6751f2683b4dadee64203bae0bcc3c7fe4ad3596df166ff961e67,2025-02-23 21:51:00,Normal,Normal,87.125
a975ea7d-612e-4b54-a20e-4859db1b044e,srv-cache01,a4be1b52d58fbd2edba20362d238e2fc8372512731f415193883978afbec6980,CentOS 8,"New York, USA",38.21,54.61,64.27,108.34,111.48,18.67,5.33,Carmen Lee,0d93bde629a91b687eec289d23e43db0ef5976bff752dd53364184e15666f69e,6edb8052881ee601174c8886c7b0a9661f1af1c7ae1188534d061781ac9f4573,2025-01-18 02:41:00,Normal,Normal,77.79166666666667
2c052f16-fe45-4915-9d65-d908d77a0da5,srv-cache01,e44fcbb3483b50e8e5843f670de0e850a99b073444ba8862c1e5eef2993b29b7,Windows Server 2022,"London, UK",89.41,60.74,92.42,149.66,89.83,21.63,2.37,Seth Butler,261fc6342edbf938089963dbd0f5a1d6eff46195e6c6d7a455ec6b1351054347,64dfc450862318ed247b3a7f92444f85fe682968bcaf399fff7900974c15b8e0,2025-03-03 11:46:00,Critical,Normal,90.125
66d1ee4b-ab2b-486a-8faf-28ca0787e6ae,srv-api02,5737387206f4458c5faa82447cf66ff57b1d8cede86095ce57c96fceca1cf1b6,Windows Server 2019,"London, UK",74.22,80.94,58.35,133.08,144.37,18.51,5.49,Juan Medina,76e14c71f20405e346df631777a42e76bc9ca92438c465e1a1a2f8b6e1dd2739,663d16c3c3c7524fa538f3cdfbdae94cb856e94b43ca2a53166124a7fc5a5f3b,2025-03-09 03:24:00,Normal,Normal,77.12500000000001
e30f9fc0-033b-4340-8f7b-01026f93bc40,srv-analytics01,5fde6cbdc2bc0d60aa1f0fb32919d01f75be9f3eaff8a4f5910ff1dfcdd4d2b2,CentOS 8,"Tokyo, Japan",69.25,23.94,15.84,102.26,43.46,22.24,1.76,Kathleen Foster,b77665eee698a4f21fac76fc77958c711e50908058810ae152ec37ec9577fed8,43d499bcb91c387daa3238069ca1672d879ef20025d416b03170477f187464c9,2025-02-28 07:45:00,Normal,Normal,92.66666666666666
d7bbd8fa-273b-4086-9a29-58362e1d0c5e,srv-analytics02,69f6388e8222f0881ee2e1f1cd8741e4127b367c0b3278a849b8b269a97c637c,Red Hat Enterprise Linux,"Berlin, Germany",95.05,37.24,34.24,105.1,90.4,22.85,1.15,Cody Nash,7542b058d71232c2d1e248319660749eb76da239be70f806d8db0bad28a375c9,c7062d5bda664e74aa0d22f6dc9e979dbf98aa842a16f52f506a48073605dccc,2025-01-29 17:22:00,Critical,Normal,95.20833333333334
59a64c0f-3002-4b0a-a740-5c77f29ef92a,srv-cache02,95fd412a3f41c8ee9dba9d57bbdcb60849735fdd084b7b2581fa5f19ea3ab79f,CentOS 8,"Tokyo, Japan",87.16,95.57,11.74,11.52,123.48,22.03,1.97,Eric Rodriguez,df62096c6afc3adf75560ee9a22e78bdb1e1fb7a3f89bd42681af73d16932ef3,6cfcc6d0086dfe78c3d4cd170f80be81a11610230e682ad2159909445c93725f,2025-01-16 22:53:00,Critical,Critical,91.79166666666667
